Kasarian,Edad,Antas na tinapos,Uri ng trabaho,Serbisyong Pangedukasyon,Pagsasanay Pangkabuhayan (Livelihood),Pagtatanim,Serbisyong Pangkalusugan,Serbisyong Dental,Kaalamang Pangkultura,Values Formation at Moral Recovery,Ayudang Pagkain (Food Assistance),Pagrerecycle,Pagsasanay Ukol sa Teknolohiya,Program
Lalake,18-24,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Sekundarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Sekundarya,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Sekundarya,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Sekundarya,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Kolehiyo,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Kolehiyo,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Kolehiyo,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Kolehiyo,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Kolehiyo,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Kolehiyo,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Kolehiyo,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Kolehiyo,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Kolehiyo,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Kolehiyo,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Lalake,18-24,Hindi nakapagtapos ng Kolehiyo,May Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Values Formation
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,0,0,0,Values Formation
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,1,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,0,0,0,Cultural Enhancement
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,0,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,0,0,0,Values Formation
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,0,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,0,1,0,Environmental Stewardship
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,0,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,1,0,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,1,0,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,1,1,0,Socio-economic
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,1,1,1,1,1,Literacy
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,1,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,1,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,1,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,1,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,0,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,0,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,1,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,1,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,1,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,1,1,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,0,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,0,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,1,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,1,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,1,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,0,1,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,0,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,0,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,1,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,1,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,1,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,1,1,1,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,0,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,0,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,1,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,1,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,1,1,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,0,1,1,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,1,0,0,0,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,1,0,0,1,Health and Wellness
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,1,0,1,0,1,0,Health and Wellness
